X long;Y lat;siren;nom;PLCI norme;plci;Nom de l'Entreprise 
;;410488589;2754;0.0992249188254053;1.31135531135531;FRIZO
5,567757;45,35219;402188569;1064;0.0988816894704448;1.31025248661056;ACTE INTERNATIONAL
5,868057012;45,18531697;213803349;259;0.0986898139051851;1.30963597430407;COMMUNE DE REVEL
5,969567;45,32878;438560757;1295;0.0986073430272674;1.30937098844673;RESSORTS RAYNAUD MAILLARD
5,87873;45,125586;500717285;3403;0.0981875966311845;1.30802230802231;REGIE REMONTEES MECANIQUES CHAMROUSSE
5,818983;45,223357;889283248;2211;0.0981853554777128;1.30801510700797;NJ MONTBONNOT
5,528704;45,579769;213800295;178;0.0979530601055032;1.30726872246696;COMMUNE DE LA BATIE MONTGASCON
5,579703;45,387747;73502981;80;0.097891673912853;1.30707148347425;SYSTEME DE SECURITE INCENDIE SERVICE
5,666603;45,251509;193822749;2417;0.097722286294578;1.30652722683015;LYCEE PROFESSIONNEL FRANCOISE DOLTO
5,1614;45,616557;904348927;2241;0.0975842330592306;1.30608365019011;JLP SECURITE
5,822636;45,241701;193821006;2401;0.0975309964212509;1.30591259640103;COLLEGE DU GRESIVAUDAN
5,739102;45,156119;652031857;1761;0.0974236067096712;1.30556754423824;HEWLETT-PACKARD FRANCE
5,688168;45,214033;431369230;1241;0.0972638248254898;1.30505415162455;EOLYA
